# E(MeV) DEDX(MeV/cm) δDEDX(MeV/cm)
0.0001 NaN NaN
0.0002 NaN NaN
0.0003 NaN NaN
0.0004 NaN NaN
0.0005 NaN NaN
0.0006 NaN NaN
0.0007 NaN NaN
0.0008 NaN NaN
0.0009 NaN NaN
0.001 NaN NaN
0.002 299.308 38.4296
0.003 277.781 22.9441
0.004 253.72 17.0325
0.005 223.621 12.362
0.006 234.17 10.8515
0.007 257.143 11.0703
0.008 278.034 10.8176
0.009 297.166 10.7627
0.01 314.74 10.8129
0.02 385.505 9.58153
0.03 452.432 9.28267
0.04 486.948 8.71605
0.05 499.349 8.35699
0.06 498.494 7.79961
0.07 500.315 7.36696
0.08 496.525 6.98151
0.09 492.23 6.52785
0.1 484.768 6.24851
0.2 408.372 4.24575
0.3 347.379 3.22127
0.4 302.857 2.58898
0.5 269.259 2.15728
0.6 243.008 1.84614
0.7 221.713 1.61002
0.8 204.214 1.40568
0.9 189.574 1.28777
1 177.017 1.16224
2 74.4931 0.413495
3 49.1405 0.251303
4 38.5452 0.192409
5 31.858 0.138145
6 27.4201 0.136165
7 24.2658 0.14501
8 21.8958 0.0961402
9 20.1688 0.203316
10 18.4437 0.128793
20 11.0042 0.0558615
30 8.9696 0.43965
40 7.44415 0.414103
50 7.24154 0.727181
60 6.92744 0.868874
70 8.27725 1.42994
80 7.4665 1.41395
90 7.5987 1.58739
100 9.70806 2.27312
200 11.9541 4.04518
300 9.97082 4.27835
400 7.79795 4.02269
500 18.9995 8.69702
600 21.9471 10.4361
700 17.9527 9.93932
800 27.8307 13.9045
900 22.0798 12.7676
1000 54.4393 22.4309
2000 4.36092 0.309099
3000 65.1419 42.4709
4000 4.08341 0.134037
5000 54.6288 50.0381
6000 64.3602 60.0441
7000 144.238 99.0715
8000 164.128 113.142
9000 94.7624 90.0197
10000 104.349 100.029
