# E(MeV) DEDX(MeV/cm) δDEDX(MeV/cm)
0.0001 NaN NaN
0.0002 NaN NaN
0.0003 NaN NaN
0.0004 NaN NaN
0.0005 NaN NaN
0.0006 NaN NaN
0.0007 NaN NaN
0.0008 NaN NaN
0.0009 NaN NaN
0.001 NaN NaN
0.002 198.527 1.07355
0.003 139.319 0.654505
0.004 115.644 0.511612
0.005 100.872 0.435162
0.006 89.1653 0.382785
0.007 81.3917 0.34077
0.008 74.3964 0.31022
0.009 67.9364 0.282791
0.01 62.7102 0.2632
0.02 28.0007 0.313919
0.03 17.8464 0.208372
0.04 14.1615 0.162346
0.05 12.0501 0.157984
0.06 10.9678 0.16946
0.07 9.52263 0.153178
0.08 8.76826 0.163165
0.09 8.39823 0.174253
0.1 7.38352 0.145648
0.2 4.72577 0.117415
0.3 4.14288 0.153784
0.4 4.00151 0.256618
0.5 3.99584 0.228093
0.6 3.39295 0.124204
0.7 4.3465 0.500165
0.8 3.85007 0.283723
0.9 3.84568 0.500002
1 3.29585 0.205949
2 3.40356 0.331486
3 4.49596 0.783954
4 4.67159 0.87153
5 3.5526 0.475665
6 4.3097 0.864573
7 3.13812 0.10577
8 3.7941 0.290566
9 5.36656 2.19982
10 4.38498 0.942251
20 3.69066 0.278449
30 8.2733 3.68091
40 4.6088 0.68262
50 7.21986 2.99295
60 5.01845 1.23894
70 23.8897 18.952
80 16.282 12.1338
90 3.77139 0.390917
100 3.54131 0.201955
200 3.21169 0.139249
300 82.2771 75.9169
400 133.991 95.4278
500 59.5533 46.9316
600 3.91552 0.419629
700 48.2165 44.5344
800 4.12663 0.950784
900 38.6879 32.1279
1000 44.455 32.2949
2000 500.317 494.938
3000 1342.25 990.263
4000 98.354 61.6726
5000 7.2786 3.57826
6000 265.561 214.472
7000 7.88333 3.93826
8000 540.874 537.412
9000 4.52129 0.48148
10000 1369.27 1346.65
