# E(MeV) DEDX(MeV/cm) δDEDX(MeV/cm)
0.0001 NaN NaN
0.0002 NaN NaN
0.0003 NaN NaN
0.0004 NaN NaN
0.0005 NaN NaN
0.0006 NaN NaN
0.0007 NaN NaN
0.0008 NaN NaN
0.0009 NaN NaN
0.001 NaN NaN
0.002 45.9441 0.433578
0.003 56.3048 0.479802
0.004 64.836 0.503769
0.005 71.5956 0.511517
0.006 79.6196 0.525806
0.007 86.9256 0.528473
0.008 93.7932 0.514529
0.009 103.423 0.532652
0.01 108.041 0.512641
0.02 146.829 0.0092412
0.03 193.884 2.66197e-07
0.04 204.873 0.439241
0.05 341.709 0.561159
0.06 458.766 0.652405
0.07 549.448 0.764991
0.08 602.02 0.844565
0.09 634.253 0.963826
0.1 661.287 0.586668
0.2 667.825 0.687307
0.3 602.144 0.460395
0.4 543.736 0.498634
0.5 496.25 0.426309
0.6 458.187 0.431044
0.7 427.442 0.790737
0.8 400.199 0.422825
0.9 378.774 0.960715
1 357.919 0.42444
2 242.597 0.415586
3 187.989 0.404875
4 155.175 0.406819
5 131.958 0.391771
6 116.441 0.392193
7 103.793 0.384868
8 94.6753 0.390965
9 85.6466 0.377553
10 79.5348 0.392866
20 46.5407 0.391306
30 34.134 0.397606
40 27.8429 0.452336
50 22.7651 0.400254
60 19.5149 0.361502
70 17.4954 0.316367
80 15.6715 0.397301
90 15.2751 0.457452
100 113.658 99.9993
200 8.29143 0.280293
300 6.7304 0.403652
400 5.32935 0.205377
500 4.9741 0.314457
600 5.80872 1.39954
700 5.09302 0.849598
800 4.03145 0.40475
900 3.57316 0.134863
1000 3.36397 0.0906988
2000 3.8373 0.597523
3000 3.34153 0.202766
4000 3.0404 0.116605
5000 3.62411 0.361008
6000 3.59003 0.302413
7000 3.2596 0.280653
8000 3.41119 0.39607
9000 3.75203 0.407154
10000 4.07013 0.677888
