# E(MeV) DEDX(MeV/cm) δDEDX(MeV/cm)
0.0001 NaN NaN
0.0002 NaN NaN
0.0003 NaN NaN
0.0004 NaN NaN
0.0005 NaN NaN
0.0006 NaN NaN
0.0007 NaN NaN
0.0008 NaN NaN
0.0009 NaN NaN
0.001 NaN NaN
0.002 198.527 1.07355
0.003 139.319 0.654505
0.004 115.644 0.511612
0.005 100.872 0.435162
0.006 89.1653 0.382785
0.007 81.3917 0.34077
0.008 74.4108 0.31003
0.009 68.1868 0.280927
0.01 63.8128 0.254289
0.02 39.1005 0.143184
0.03 28.948 0.103122
0.04 22.8003 0.0905565
0.05 17.6428 0.10845
0.06 14.0784 0.120127
0.07 11.601 0.117826
0.08 9.95104 0.108378
0.09 8.83714 0.0969799
0.1 8.04263 0.0847344
0.2 5.17582 0.0585213
0.3 4.41981 0.0617152
0.4 4.08631 0.0794308
0.5 3.92902 0.0803909
0.6 3.62581 0.073914
0.7 3.8457 0.101669
0.8 3.60201 0.0939918
0.9 3.57316 0.108891
1 3.52084 0.0959656
2 3.57969 0.153686
3 3.73219 0.175299
4 4.12848 0.252274
5 3.91137 0.378062
6 3.75636 0.191052
7 4.38431 0.51861
8 4.56959 0.441562
9 4.84375 0.535327
10 4.87674 0.777064
20 3.72388 0.139501
30 5.24354 0.714994
40 4.20551 0.217572
50 11.8899 3.84379
60 4.98238 0.564342
70 11.3663 3.48872
80 15.0181 5.29748
90 10.2822 4.46203
100 27.4231 11.0011
200 13.2681 7.79408
300 34.0242 11.9562
400 46.9243 21.472
500 74.0589 48.5716
600 99.6276 46.3851
700 91.7467 47.9795
800 42.1057 15.5205
900 127.831 84.2994
1000 76.293 53.3018
2000 133.807 67.0831
3000 554.493 252.985
4000 760.879 355.643
5000 595.847 461.196
6000 465.622 257.991
7000 1456.1 665.719
8000 231.294 104.129
9000 148.143 79.7943
10000 1785.34 1034.05
