# E(MeV) DEDX(MeV/cm) δDEDX(MeV/cm)
0.0001 NaN NaN
0.0002 NaN NaN
0.0003 NaN NaN
0.0004 NaN NaN
0.0005 NaN NaN
0.0006 NaN NaN
0.0007 NaN NaN
0.0008 NaN NaN
0.0009 NaN NaN
0.001 NaN NaN
0.002 173.017 1.04253
0.003 187.373 1.01163
0.004 198.887 0.96177
0.005 208.556 0.932486
0.006 218.423 0.903539
0.007 220.727 0.815449
0.008 224.405 0.779035
0.009 231.296 0.747828
0.01 239.815 0.730287
0.02 317.489 0.688298
0.03 387.143 8.71074e-07
0.04 446.406 9.44159e-07
0.05 497.288 1.31931e-06
0.06 551.834 0.314036
0.07 651.132 0.358399
0.08 740.034 0.43028
0.09 815.148 0.509515
0.1 883.202 0.558533
0.2 1238.55 0.624185
0.3 1236.06 0.73144
0.4 1125.45 0.6167
0.5 1019.32 0.465563
0.6 936.164 0.427776
0.7 870.639 0.447136
0.8 817.077 0.42509
0.9 773.968 0.42333
1 736.462 0.428694
2 519.714 0.430714
3 410.084 0.425843
4 344.251 3.98907
5 293.872 0.436609
6 259.823 0.423406
7 233.826 0.423906
8 213.785 0.416392
9 196.31 0.413396
10 181.969 0.413393
20 109.453 0.430495
30 80.1655 0.380743
40 64.3773 0.392097
50 104.195 49.9952
60 46.4269 0.380834
70 111.073 69.9989
80 117.754 80.0008
90 33.406 0.372348
100 31.2923 0.39551
200 17.6243 0.336061
300 313.938 300
400 10.9636 0.474815
500 9.29514 0.362313
600 7.90347 0.295195
700 7.71436 0.453322
800 7.34819 0.608348
900 6.42911 0.2857
1000 5.44547 0.14537
2000 6.17241 1.46411
3000 4.18581 0.438793
4000 3.96899 0.699943
5000 3.66947 0.371034
6000 3.74597 0.316002
7000 3.06591 0.119398
8000 3.29226 0.193812
9000 3.35847 0.308153
10000 3.60791 0.498309
