# E(MeV) DEDX(MeV/cm) δDEDX(MeV/cm)
0.0001 NaN NaN
0.0002 NaN NaN
0.0003 NaN NaN
0.0004 NaN NaN
0.0005 NaN NaN
0.0006 NaN NaN
0.0007 NaN NaN
0.0008 NaN NaN
0.0009 NaN NaN
0.001 NaN NaN
0.002 299.308 38.4296
0.003 277.524 22.9615
0.004 253.665 17.0704
0.005 223.621 12.362
0.006 234.17 10.8585
0.007 257.143 11.0766
0.008 278.034 10.8281
0.009 297.166 10.7627
0.01 314.74 10.8129
0.02 385.505 9.58153
0.03 452.432 9.28267
0.04 486.942 8.71781
0.05 499.666 8.36434
0.06 565.392 8.82687
0.07 598.105 8.80244
0.08 555.85 7.82151
0.09 516.784 6.87985
0.1 482.884 6.25008
0.2 318.058 3.35088
0.3 246.651 2.34433
0.4 204.656 1.92
0.5 176.772 1.49016
0.6 154.027 1.25265
0.7 138.262 1.09696
0.8 126.071 0.97401
0.9 114.543 0.889162
1 107.487 0.829912
2 63.9652 0.54836
3 46.2309 0.478829
4 38.1459 0.46754
5 30.7805 0.409783
6 26.961 0.440314
7 23.9058 0.434773
8 21.5272 0.409325
9 19.8426 0.420215
10 17.7878 0.431937
20 12.4247 0.66467
30 8.33857 0.48316
40 6.64058 0.379247
50 6.88512 0.703368
60 5.40871 0.613999
70 76.2673 71.4727
80 87.1445 81.6295
90 5.59866 0.661588
100 3.87917 0.121056
200 3.06845 0.0923629
300 305.718 302.444
400 3.61801 0.341396
500 3.50627 0.524194
600 4.20539 1.02399
700 3.53321 0.274671
800 3.07245 0.118099
900 3.08276 0.145716
1000 2.94536 0.0881658
2000 3.5663 0.451445
3000 5.01947 1.05012
4000 3.57102 0.263504
5000 6.28342 3.05865
6000 4.25958 0.589439
7000 3.33947 0.188726
8000 3.78998 0.226125
9000 3.61184 0.299259
10000 3.23453 0.175556
