# E(MeV) DEDX(MeV/cm) δDEDX(MeV/cm)
0.0001 NaN NaN
0.0002 NaN NaN
0.0003 NaN NaN
0.0004 NaN NaN
0.0005 NaN NaN
0.0006 NaN NaN
0.0007 NaN NaN
0.0008 NaN NaN
0.0009 NaN NaN
0.001 NaN NaN
0.002 358.282 1.9644
0.003 309.299 1.21366
0.004 257.558 0.860037
0.005 249.086 0.607688
0.006 277.372 0.654678
0.007 302.522 0.623544
0.008 324.963 0.690873
0.009 345.082 0.73534
0.01 363.204 0.759574
0.02 434.101 1.00991
0.03 485.895 0.998129
0.04 505.28 0.870974
0.05 510.823 0.784176
0.06 563.691 0.747039
0.07 540.664 0.819805
0.08 490.84 0.759165
0.09 453.011 0.681994
0.1 421.939 0.715931
0.2 270.648 0.59298
0.3 208.563 0.660982
0.4 170.349 0.420091
0.5 145.182 0.423626
0.6 127.12 0.396991
0.7 113.866 0.401127
0.8 101.224 0.388356
0.9 91.9423 0.381316
1 87.0059 0.38976
2 51.2117 0.392073
3 37.6884 0.390702
4 30.0732 0.399506
5 25.0504 0.41176
6 21.555 0.390185
7 18.7828 0.33809
8 17.9002 0.479329
9 16.1115 0.446019
10 14.9961 0.407073
20 8.73175 0.495521
30 7.49295 0.541765
40 7.12612 0.76469
50 5.72871 0.426722
60 5.4583 0.528648
70 4.54423 0.326259
80 4.98773 0.516187
90 4.89206 0.853559
100 4.32041 0.327868
200 3.72302 0.611745
300 3.14266 0.211066
400 3.66378 0.327378
500 3.45957 0.279983
600 4.5202 1.05959
700 33.3708 29.9386
800 4.32418 1.46506
900 3.38913 0.27493
1000 2.82747 0.074047
2000 4.28043 0.726339
3000 3.62165 0.219414
4000 3.19583 0.123529
5000 3.49765 0.315101
6000 4.00837 0.366353
7000 3.24529 0.240416
8000 3.55839 0.396438
9000 3.5704 0.290553
10000 4.18075 0.678747
